course_ID_full_orig,course_ID,course_num,department,course_title_zh,course_title_eng,credit_unit,limit,new_only,gen_cat,language,room_and_time_orig,time,building,instructor,memo,prerequisite,limitation,speciality,program,extra_enrollment,required_or_elective
11110BMES511103,BMES 511103,BMES5111,BMES 醫環系,書報討論-生醫影像工程,Seminar：Biomedical Imaging Engineering,1,--,0,--,中文 ZH,"BMES醫環401	W5
",W5,BMES醫環,"朱麗安	CHU, LI-AN",限醫環系碩一乙(醫學物理與工程組)限醫環系碩士班1年級,--,限醫環系碩士班1年級,--,--,O 接受 Allowed,醫環系111M必修
11110BMES512100,BMES 512100,BMES5121,BMES 醫環系,碩士班專題研究一,MS Graduate Research (I),1,--,0,--,中文 ZH,--,--,--,指導教授	,--,--,限醫環系碩士班,--,--,O 接受 Allowed,醫環系111M必修
11110BMES520100,BMES 520100,BMES5201,BMES 醫環系,分子生醫基礎,Introduction to Molecular Biomedicine,3,--,0,--,英文 EN,"BMES醫環101	W2W3W4
",W2W3W4,BMES醫環,"莊淳宇	CHUANG, CHUN-YU",--,--,--,--,--,O 接受 Allowed,醫環系111M選修
11110BMES520200,BMES 520200,BMES5202,BMES 醫環系,生醫感測器,Biomedical Sensors,3,--,0,--,英文 EN,"BMES醫環101	M5M6M7
",M5M6M7,BMES醫環,"劉耕谷	LIU, KENG-KU",--,--,--,--,--,O 接受 Allowed,醫環系111M選修
11110BMES523500,BMES 523500,BMES5235,BMES 醫環系,器官晶片與人工器官設計與應用,Design and Application of Organ on a Chip and Bioartificial Organ,3,--,0,--,中文 ZH,"BMES醫環501	T5T6T7
",T5T6T7,BMES醫環,"李亦淇	LEE, I-CHI",--,--,--,--,--,O 接受 Allowed,醫環系111M選修
11110BMES529100,BMES 529100,BMES5291,BMES 醫環系,生醫耦合化學,Bioconjugated Chemistry,3,--,0,--,英文 EN,"BMES醫環618	R6R7R8
",R6R7R8,BMES醫環,"俞鐘山	YU, CHUNG-SHAN",--,--,--,--,--,O 接受 Allowed,醫環系111M選修
11110BMES544500,BMES 544500,BMES5445,BMES 醫環系,醫學成像器材研發,Development of Medical Imaging Instruments,3,--,0,--,英文 EN,"BMES醫環419	M5M6M7
",M5M6M7,BMES醫環,"林曉均	Lin, Hsiao Chun",本課程為16週課程,--,--,--,(跨領域)醫學物理學分學程,O 接受 Allowed,醫環系111M選修
11110BMES545300,BMES 545300,BMES5453,BMES 醫環系,神經科學研究方法,Neuroscience research methods,2,14,0,--,中文 ZH,"BMES醫環418	R5R6
",R5R6,BMES醫環,"朱麗安	CHU, LI-AN",--,--,--,--,--,O 接受 Allowed,醫環系111M選修
11110BMES545500,BMES 545500,BMES5455,BMES 醫環系,精準醫學暨臨床應用,Clinical applications of precision medicine,2,--,0,--,中文 ZH,"BMES醫環501	T3T4
",T3T4,BMES醫環,"楊晶安	YANG, CHIN-AN",--,--,--,--,--,O 接受 Allowed,醫環系111M選修
11110BMES546300,BMES 546300,BMES5463,BMES 醫環系,生醫影像處理,Biomedical Image Processing,3,--,0,--,中文 ZH,"BMES醫環301	W2W3W4
",W2W3W4,BMES醫環,"許靖涵	HSU, CHING-HAN",--,--,--,--,(跨領域)人工智慧與應用進階學分學程/(跨領域)人工智慧與應用基礎學分學程/(跨領域)醫學科技學分學程/(跨領域)神經科學學分學程,O 接受 Allowed,醫環系111M選修/核工所111D選修/核工所111M選修
11110BMES546700,BMES 546700,BMES5467,BMES 醫環系,核磁共振影像原理及應用,Magnetic Resonance Imaging Principles and Applications,3,--,0,--,中文 ZH,"BMES醫環501	R2R3R4
",R2R3R4,BMES醫環,"彭旭霞	PENG, HSU-HSIA",--,--,--,--,(跨領域)醫學物理學分學程,O 接受 Allowed,醫環系111M選修
11110BMES548500,BMES 548500,BMES5485,BMES 醫環系,超音波與光學：生醫技術與應用,Ultrasound and Optics : Biomedical Imaging Techniques and applications,3,--,0,--,英文 EN,"BMES醫環419	T5T6T7
",T5T6T7,BMES醫環,"林曉均	Lin, Hsiao Chun",--,--,--,--,(跨領域)醫學物理學分學程,O 接受 Allowed,醫環系111M選修
11110BMES610200,BMES 610200,BMES6102,BMES 醫環系,論文研究,Thesis,0,--,0,--,中文 ZH,--,--,--,指導教授	,限醫環系碩二以上同學，Selectable after successfully completing first year's coursework,--,排除醫環系碩士班1年級,--,--,O 接受 Allowed,醫環系111M必修
11110BMES611101,BMES 611101,BMES6111,BMES 醫環系,專題書報討論-分子生醫工程與材料,Seminar：Molecular Biomedical Engineering and Materials,1,--,0,--,中文 ZH,"BMES醫環101	W6
",W6,BMES醫環,"莊淳宇	CHUANG, CHUN-YU",限醫環系碩二甲(分子生醫工程與材料組)限醫環系碩士班2年級3年級4年級,--,限醫環系碩士班2年級3年級4年級,--,--,O 接受 Allowed,醫環系111M必修
11110BMES611103,BMES 611103,BMES6111,BMES 醫環系,專題書報討論-生醫影像工程,Seminar：Biomedical Imaging Engineering,1,--,0,--,中文 ZH,"BMES醫環401	W6
",W6,BMES醫環,"朱麗安	CHU, LI-AN",限醫環系碩二乙(醫學物理與工程組)限醫環系碩士班2年級3年級4年級,--,限醫環系碩士班2年級3年級4年級,--,--,O 接受 Allowed,醫環系111M必修
11110BMES711100,BMES 711100,BMES7111,BMES 醫環系,專題書報討論,Seminar,1,--,0,--,英文 EN,"BMES醫環618	W6
",W6,BMES醫環,"劉耕谷	LIU, KENG-KU",限醫環系博班各組(博班必修),--,限醫環系博士班,--,--,O 接受 Allowed,醫環系111D必修/醫環系111DA必修/醫環系111DB必修
11110BMES712100,BMES 712100,BMES7121,BMES 醫環系,博士班專題研究一,PhD Graduate Research (I),1,--,0,--,英文 EN,--,--,--,指導教授	,--,--,限醫環系博士班,--,--,O 接受 Allowed,醫環系111D必修/醫環系111DA必修/醫環系111DB必修
11110BMES810100,BMES 810100,BMES8101,BMES 醫環系,論文研究,Thesis,0,--,0,--,中文 ZH,--,--,--,指導教授	,限醫環系博二以上同學，Selectable after successfully completing first year's coursework,--,排除博士班1年級,--,--,O 接受 Allowed,醫環系111D必修/醫環系111DA必修/醫環系111DB必修
11110CHE 116000,CHE 116000,CHE1160,CHE  化工系,化學工程導論,Introduction to Chemical Engineering,1,67,0,--,中文 ZH,"CHE化工 B18	W9
",W9,CHE化工 ,--,授課教師：系主任,--,"化工系大學部1年級,工學院學士班大學部1年級優先，第3次選課起開放全校修習",--,--,O 接受 Allowed,化工系111B必修
11110CHE 211001,CHE 211001,CHE2110,CHE  化工系,工程數學一,Engineering Mathematics I,3,35,0,--,中文 ZH,"CHE化工 209	T3T4R3
",T3T4R3,CHE化工 ,"呂世源	LU, SHIH-YUAN",本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,"擋修對象 : 全校 
先修科目 : 微積分Ａ一-成績需D以上微積分Ｂ一-成績需D以上微積分一(數學系)-成績需D以上曾修微積分一(數學系)(基本科目免修測試)曾修微積分Ａ一(基本科目免修測試)曾修微積分Ｂ一(基本科目免修測試)微積分一-成績需D以上上述條件任選一科，而且微積分Ｂ二-成績需D以上微積分二(數學系)-成績需D以上微積分Ａ二-成績需D以上微積分二-成績需D以上上述條件任選一科，則不擋修。",化工系大學部優先，第3次選課起開放全校修習,化學工程(二)/化學工程(一),--,O 接受 Allowed,化工系110B必修
11110CHE 211002,CHE 211002,CHE2110,CHE  化工系,工程數學一,Engineering Mathematics I,3,35,0,--,英文 EN,"CHE化工 210	T3T4R3
",T3T4R3,CHE化工 ,"潘詠庭	PAN, YUNG-TIN",本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,"擋修對象 : 全校 
先修科目 : 微積分Ａ一-成績需D以上微積分Ｂ一-成績需D以上微積分一(數學系)-成績需D以上曾修微積分一(數學系)(基本科目免修測試)曾修微積分Ａ一(基本科目免修測試)曾修微積分Ｂ一(基本科目免修測試)微積分一-成績需D以上上述條件任選一科，而且微積分Ｂ二-成績需D以上微積分二(數學系)-成績需D以上微積分Ａ二-成績需D以上微積分二-成績需D以上上述條件任選一科，則不擋修。",化工系大學部優先，第3次選課起開放全校修習,化學工程(二)/化學工程(一),--,O 接受 Allowed,化工系110B必修
11110CHE 241001,CHE 241001,CHE2410,CHE  化工系,物理化學一,Physical Chemistry (I),3,30,0,--,中文 ZH,"CHE化工 211	M3M4W1W2
",M3M4W1W2,CHE化工 ,"段興宇	TUAN, HSING-YU",本課上150分鐘，其餘時間由教授視情形彈性運用。,"擋修對象 : 全校 
先修科目 : 曾修普通化學一曾修普通化學二上述條件一定要有，而且曾修微積分二曾修微積分Ｂ二曾修微積分二(數學系)曾修微積分Ａ二上述條件任選一科，則不擋修。",化工系大學部優先，第3次選課起開放全校修習,環境科技學程(二),--,O 接受 Allowed,化工系110B必修
11110CHE 241002,CHE 241002,CHE2410,CHE  化工系,物理化學一,Physical Chemistry (I),3,30,0,--,英文 EN,"CHE化工 212	M3M4W1W2
",M3M4W1W2,CHE化工 ,"王潔	WANG, JANE",本課上150分鐘，其餘時間由教授視情形彈性運用。,"擋修對象 : 全校 
先修科目 : 曾修普通化學一曾修普通化學二上述條件一定要有，而且曾修微積分二曾修微積分Ｂ二曾修微積分二(數學系)曾修微積分Ａ二上述條件任選一科，則不擋修。",化工系大學部優先，第3次選課起開放全校修習,環境科技學程(二),--,O 接受 Allowed,化工系110B必修
11110CHE 301000,CHE 301000,CHE3010,CHE  化工系,能源科技與環境概論,Introduction to Energy Technology and Environment,2,67,0,--,中文 ZH,"CHE化工 B18	T7T8
",T7T8,CHE化工 ,"段興宇	TUAN, HSING-YU",--,--,工學院優先，第3次選課起開放全校修習,--,(跨領域)先進能源研究生學分學程,O 接受 Allowed,化工系109B選修
11110CHE 303001,CHE 303001,CHE3030,CHE  化工系,化工熱力學,Chemical Engineering Thermodynamics,3,35,0,--,英文 EN,"CHE化工 211	T3T4R4
",T3T4R4,CHE化工 ,"陳信文	CHEN, SINN-WEN",本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,--,--,化學工程(二)/化學工程(一),--,O 接受 Allowed,化工系109B必修
11110CHE 303002,CHE 303002,CHE3030,CHE  化工系,化工熱力學,Chemical Engineering Thermodynamics,3,35,0,--,中文 ZH,"CHE化工 212	T3T4R4
",T3T4R4,CHE化工 ,"何榮銘	HO, RONG-MING",本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,--,--,化學工程(二)/化學工程(一),--,O 接受 Allowed,化工系109B必修
11110CHE 307001,CHE 307001,CHE3070,CHE  化工系,化學反應工程,Chemical Reaction Engineering,3,35,0,--,中文 ZH,"CHE化工 209	W3W4F4
",W3W4F4,CHE化工 ,"胡啟章	HU, CHI-CHANG",本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,--,--,化學工程(二)/化學工程(一),--,O 接受 Allowed,化工系109B必修
11110CHE 307002,CHE 307002,CHE3070,CHE  化工系,化學反應工程,Chemical Reaction Engineering,3,35,0,--,英文 EN,"CHE化工 210	W3W4F4
",W3W4F4,CHE化工 ,"楊東翰	YANG, TUNG-HAN",本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,--,--,化學工程(二)/化學工程(一),--,O 接受 Allowed,化工系109B必修
11110CHE 309001,CHE 309001,CHE3090,CHE  化工系,儀器分析及實驗一,Instrumental Analysis and Lab.(I),3,30,0,--,英文 EN,"CHE化工202	W6W7W8W9
",W6W7W8W9,CHE化工,堀江正樹	MASAKI HORIE,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,"擋修對象 : 全校 
先修科目 : 物理化學一-成績需D以上物理化學上-成績需D以上上述條件任選一科，而且物理化學二-成績需D以上物理化學下-成績需D以上上述條件任選一科，則不擋修。",限化工系大學部3年級,--,(跨領域)生物產業技術學分學程,O 接受 Allowed,化工系109B必修
11110CHE 309002,CHE 309002,CHE3090,CHE  化工系,儀器分析及實驗一,Instrumental Analysis and Lab.(I),3,30,0,--,中文 ZH,"CHE化工202	R6R7R8R9
",R6R7R8R9,CHE化工,"劉英麟	LIU, YING-LING",本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,"擋修對象 : 全校 
先修科目 : 物理化學一-成績需D以上物理化學上-成績需D以上上述條件任選一科，而且物理化學二-成績需D以上物理化學下-成績需D以上上述條件任選一科，則不擋修。",限化工系大學部3年級,--,(跨領域)生物產業技術學分學程,O 接受 Allowed,化工系109B必修
11110CHE 352001,CHE 352001,CHE3520,CHE  化工系,輸送現象及單元操作一,Transport Phenomena and Unit Operations(I),3,35,0,--,英文 EN,"CHE化工 209	M3M4W1W2
",M3M4W1W2,CHE化工 ,"黃振煌	HUANG, JEN-HUANG",本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,"擋修對象 : 大學部 
先修科目 : 工程數學二-成績需D以上工程數學一-成績需D以上上述條件一定要有，則不擋修。",--,化學工程(二)/化學工程(一),--,O 接受 Allowed,化工系109B必修
11110CHE 352002,CHE 352002,CHE3520,CHE  化工系,輸送現象及單元操作一,Transport Phenomena and Unit Operations(I),3,35,0,--,中文 ZH,"CHE化工 210	M3M4W1W2
",M3M4W1W2,CHE化工 ,"陳信龍	CHEN, HSIN-LUNG",本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,"擋修對象 : 大學部 
先修科目 : 工程數學二-成績需D以上工程數學一-成績需D以上上述條件一定要有，則不擋修。",--,化學工程(二)/化學工程(一),--,O 接受 Allowed,化工系109B必修
11110CHE 412000,CHE 412000,CHE4120,CHE  化工系,材料科學,Materials Science,3,--,0,--,英文 EN,"CHE化工 210	T1T2R1R2
",T1T2R1R2,CHE化工 ,"陳信文	CHEN, SINN-WEN",本課程上150分鐘，其餘時間由教授彈性運用,--,--,--,--,O 接受 Allowed,化工系108B選修
11110CHE 415001,CHE 415001,CHE4150,CHE  化工系,程序設計,Process Design,3,30,0,--,中文 ZH,"CHE化工 209	F7F8F9
",F7F8F9,CHE化工 ,"汪上曉	WONG, SHANG-HSIAO",本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,"擋修對象 : 大學部 
先修科目 : 化工單操-成績需D以上上述條件一定要有，則不擋修。",--,化學工程(二)/化學工程(一),--,O 接受 Allowed,化工系108B必修
11110CHE 415002,CHE 415002,CHE4150,CHE  化工系,程序設計,Process Design,3,30,0,--,英文 EN,"CHE化工 210	F7F8F9
",F7F8F9,CHE化工 ,林育正	YU-JENG LIN,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。,"擋修對象 : 大學部 
先修科目 : 化工單操-成績需D以上上述條件一定要有，則不擋修。",--,化學工程(二)/化學工程(一),--,O 接受 Allowed,化工系108B必修
11110CHE 421001,CHE 421001,CHE4210,CHE  化工系,單元操作實驗,Unit Operation Laboratory,2,30,0,--,中文 ZH,"CHE化工 211	T6T7T8T9
",T6T7T8T9,CHE化工 ,"蔡德豪	TSAI, DE-HAO",演習課R6789，教室R216。,--,化工系大學部優先，第3次選課起開放全校修習,化學工程(一),--,O 接受 Allowed,化工系108B必修
11110CHE 421002,CHE 421002,CHE4210,CHE  化工系,單元操作實驗,Unit Operation Laboratory,2,30,0,--,中文 ZH,"CHE化工 212	R6R7R8R9
",R6R7R8R9,CHE化工 ,"潘詠庭	PAN, YUNG-TIN",演習T6789，教室R216,--,化工系大學部優先，第3次選課起開放全校修習,化學工程(一),--,O 接受 Allowed,化工系108B必修
11110CHE 455200,CHE 455200,CHE4552,CHE  化工系,生物技術概論,Introduction to Biotechnology,3,--,0,--,英文 EN,"CHE化工 B18	M2R1R2
",M2R1R2,CHE化工 ,"胡育誠	HU, YU-CHEN",--,--,--,--,(跨領域)生物產業技術學分學程/(跨領域)生物科技管理學分學程,O 接受 Allowed,化工系109B必修
11110CHE 485000,CHE 485000,CHE4850,CHE  化工系,半導體材料與製造技術,Semiconductor Materials and Manufacturing Technology,3,--,0,--,中文 ZH,"CHE化工 212	M6M7M8
",M6M7M8,CHE化工 ,"謝昌志	HSIEH,CHANG-JYH",--,--,--,--,--,O 接受 Allowed,化工系108B選修
11110CHE 495000,CHE 495000,CHE4950,CHE  化工系,專題研究一,Undergraduate Research (I),1,--,0,--,中文 ZH,--,--,--,指導教授	,專題研究限大三下以後才可選修，第一次選專題研究一，指導教授限本系專任/合聘教授。,--,限化工系大學部4年級,--,--,O 接受 Allowed,化工系108B選修
11110CHE 496000,CHE 496000,CHE4960,CHE  化工系,專題研究二,Undergraduate Research (II),1,--,0,--,中文 ZH,--,--,--,指導教授	,專題研究限大三下以後才可選修，第一次選專題研究一，指導教授限本系專任/合聘教授。,--,限化工系大學部4年級,--,--,O 接受 Allowed,化工系108B選修
11110CHE 500100,CHE 500100,CHE5001,CHE  化工系,分子工程一,Molecular Engineering (I),3,--,0,--,英文 EN,"CHE化工 211	M7M8M9
",M7M8M9,CHE化工 ,"周鶴修	CHOU, HO-HSIU",分工學程必修，開放其他系所選修。,--,--,--,(跨領域)奈米科技學分學程,O 接受 Allowed,化工系111M選修/半導體學院111D選修/半導體學院111M選修
11110CHE 501000,CHE 501000,CHE5010,CHE  化工系,高等化工熱力學,Advanced Chem. Engineering Thermodynamics,3,--,0,--,英文 EN,"CHE化工220	R5R6R7
",R5R6R7,CHE化工,聘任中	,授課教師：林昆翰,--,--,--,(跨領域)先進能源研究生學分學程,O 接受 Allowed,化工系111M選修
11110CHE 503000,CHE 503000,CHE5030,CHE  化工系,高等化學反應工程,Advanced Chemical Reaction Engineering,3,40,0,--,英文 EN,"CHE化工202	R2R3R4
",R2R3R4,CHE化工,"衛子健	WEI, TZU-CHIEN",--,--,--,--,(跨領域)先進能源研究生學分學程,O 接受 Allowed,化工系111M選修
11110CHE 507000,CHE 507000,CHE5070,CHE  化工系,化工原理一,Chemical Engineering Principles (I),3,--,0,--,英文 EN,"CHE化工220	F2F3F4
",F2F3F4,CHE化工,"蔡德豪	TSAI, DE-HAO",碩士班非化工系畢業及博士班非化工背景者必修,--,--,--,--,O 接受 Allowed,化工系111M選修
11110CHE 509000,CHE 509000,CHE5090,CHE  化工系,書報討論,Seminar,1,165,0,--,中文 ZH,"CHE化工 B18	W7W8
",W7W8,CHE化工 ,聘任中	,授課教師：林昆翰,--,限化工系碩士班博士班,--,--,O 接受 Allowed,化工系111D必修/化工系111M必修
11110CHE 512100,CHE 512100,CHE5121,CHE  化工系,石油化學工業,Petroleum Chemistry,3,30,0,--,中文 ZH,"CHE化工 210	M7M8M9
",M7M8M9,CHE化工 ,谷家嵩	 ,--,--,--,--,--,O 接受 Allowed,化工系111M選修
11110CHE 512600,CHE 512600,CHE5126,CHE  化工系,代謝工程與生質化學品概論,Metabolic Engineering and Renewable Chemical Production,3,25,0,--,英文 EN,"CHE化工 621	T6T7T8
",T6T7T8,CHE化工 ,"沈若樸	SHEN, CLAIRE-ROAPU",--,--,--,--,(跨領域)生物產業技術學分學程,O 接受 Allowed,化工系111M選修
